seconds,c,t
2125,5.476735460106283,6.820671113673598
2130,5.592731130309403,7.38060733769089
2135,2.3805978312157094,2.8725084173493087
2140,1.2357992306351662,9.681275319308043
2145,3.1673659826628864,8.484653104096651
2150,9.104650530498475,8.529229811392725
2155,4.076745719648898,5.079436355736107
2160,1.7246279283426702,5.003973343409598
2165,2.004560560453683,3.3612952032126486
2170,3.096764797810465,2.959054389502853
2175,1.3402796513400972,4.249519691802561
2180,7.414319142699242,0.017390588764101267
2185,2.920957247260958,2.7031828090548515
2190,7.597079938277602,5.481185959652066
2195,6.496567975264043,2.1308589773252606
2200,8.98092094110325,5.590809276327491
2205,2.209832875523716,3.8324680738151073
2210,8.734175749123096,7.433647299185395
2215,0.6483863294124603,1.7226979415863752
2220,8.019956729840487,8.6749213677831
2225,8.384618437848985,5.859166805166751
2230,1.3357228715904057,2.512661621440202
2235,0.9626123495399952,5.0064946338534355
2240,5.81351692089811,7.8094714297913015
2245,5.9511040593497455,0.12666433351114392
2250,5.099895438179374,9.293313391972333
2255,8.031440873164684,7.094654724933207
2260,7.3783373343758285,1.5264891437254846
2265,1.880147980991751,7.458281866274774
2270,1.6994286002591252,1.7172035318799317
2275,9.267403590492904,9.403573744930327
2280,8.266372974030674,3.91093811718747
2285,4.496535542421043,2.24903765367344
2290,0.5794333596713841,6.772124755661935
2295,9.376535429619253,0.6246027513407171
2300,3.076265698764473,3.550849757157266
2305,0.33185784006491303,1.998094660229981
2310,3.7760153925046325,0.7468715379945934
2315,5.21426149411127,2.833620342426002
2320,0.4695858550257981,6.097903661429882
2325,4.722979781217873,5.571728637441993
2330,7.143482561223209,7.072714194655418
2335,0.9670975944027305,6.044727435801178
2340,4.705171366222203,3.6713708913885057
2345,4.196014979388565,5.1497995015233755
2350,0.0421117409132421,7.985781109891832
2355,1.9527455721981823,8.787317592650652
2360,4.320079039316624,3.250099967699498
2365,8.138277824036777,3.9949340652674437
2370,0.35030340077355504,5.010605440475047
2375,9.926444655284286,2.5682894815690815
2380,7.499351724982262,1.9507155637256801
2385,2.88835309445858,7.238122005946934
2390,2.053467899095267,4.347056981641799
2395,5.601620741654187,6.267377084586769
2400,9.922052293550223,5.881528619211167
2405,6.1791693908162415,9.828856193926185
2410,4.89876500563696,5.934127715881914
2415,1.1960117425769567,5.222080345265567
2420,3.266400422435254,2.760470206849277
2425,2.1281588915735483,1.1834688787348568
2430,5.828772380482405,1.8737368588335812
2435,3.0931639717891812,9.273112455848604
2440,4.32618610560894,3.430167338810861
2445,4.508456133771688,6.707267425954342
2450,1.2147320504300296,1.076239887624979
2455,4.26342636346817,7.697173347696662
2460,0.6711879908107221,1.7178798490203917
2465,2.7402009232901037,5.797895232681185
2470,6.567797111347318,7.009489326737821
2475,1.8285598512738943,9.074737993068993
2480,7.470824779011309,9.273903348948807
2485,9.286491537932307,5.377604223322123
2490,8.923837724141777,7.550332141108811
2495,2.5865522609092295,6.984799189958721
2500,5.045332123991102,9.015971142798662
2505,9.159353720024228,3.590552562382072
2510,0.05800001323223114,6.4285978162661195
2515,6.372809528838843,1.2009615590795875
2520,3.379841174464673,8.517133467830718
2525,2.409014229197055,4.90088741062209
2530,2.4089726712554693,3.9060292672365904
2535,4.847886301577091,8.168429124634713
2540,6.412970719393343,7.985763673204929
2545,3.7055088416673243,1.3584492797963321
2550,1.8429431109689176,6.129014305770397
2555,6.3374131242744625,2.8494517342187464
2560,6.899120574817061,1.7172068869695067
2565,0.697869707364589,1.5257261460646987
2570,6.286403154954314,2.69567011622712
2575,3.716216392349452,2.484197234734893
2580,9.901849487796426,8.936520342249423
